N,P,K,temperature,humidity,pH,rainfall,crop,S,Zn,Fe,Cu,Mn,B,OC,Recommended Fertilizer(s),Crop_N_kg_per_ha,Crop_P2O5_kg_per_ha,Crop_K2O_kg_per_ha,Crop_Notes,N_dosage_kg_per_ha,P2O5_dosage_kg_per_ha,K2O_dosage_kg_per_ha,Dosage_Notes,dosage
89.0,85.0,55.0,26.6719835,76.48541655,6.275384607,91.73358569,banana,23.99551670365233,29.838113994439297,57.548714617169374,32.93068805206882,91.81499302649932,24.62698766603416,0.59,Balanced NPK (14-14-14),120.0,60.0,60.0,Standard Application,300.0,130.0,300.0,Standard Application,"N: 400.00 kg/ha, P2O5: 130.00 kg/ha, K2O: 600.00 kg/ha. Notes: Standard Application"
75.97414824431652,56.23865993562704,43.59085402,24.66048384476573,90.36242289344848,6.482354518654287,198.06662520377824,jute,23.784931874874392,29.835467492097983,57.13284050932336,33.49689106470262,92.05742779364036,24.66465233871345,0.5859377238902794,Balanced NPK (14-14-14),100.31577069969256,59.09708262384179,62.99331274141431,Standard Application,79.06580895,41.35146425432668,48.14306079853629,Standard Application,"N: 79.07 kg/ha, P2O5: 41.35 kg/ha, K2O: 48.14 kg/ha. Notes: Standard Application"
121.53921036154674,46.19424143508384,12.618425540849683,23.53226137899797,61.951078966271325,6.560723651367238,1237.905542875645,kangkong,25.38317189823073,20.703654288434333,55.04485698032177,36.08005853197302,26.349508356737005,23.30024839,0.5640196967473432,Urea (N); Complete (14-14-14); MOP (K),130.45116166872742,58.48096630860098,56.03472430202217,Side-dressing / Drenching (Heavy feeder),150.0,60.0,60.0,Side-dressing / Drenching (Heavy feeder),"N: 150.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing / Drenching (Heavy feeder)"
87.73285608493755,62.41291378925537,74.29614778,22.71486976641071,55.70645948459141,7.295808672,516.7703175,wheat,24.447653650002497,25.761474188017697,41.97855597231013,32.0891329,29.234394116204754,27.088054297136853,0.6163083025410774,Urea (N); DAP (P); MOP (K),127.39604856403956,60.88478557579882,44.33275344828965,Broadcasting (Medium feeder),120.0,60.0,40.0,Broadcasting (Medium feeder),"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Broadcasting (Medium feeder)"
65.0,30.0,20.0,25.0,60.41,6.0,500.0,moong,23.99551670365233,29.838113994439297,57.548714617169374,32.93068805206882,91.81499302649932,24.62698766603416,0.59,Balanced NPK (14-14-14),15.0,30.0,15.0,Standard Application,20.0,40.0,20.0,Standard Application,"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Standard Application"
145.0,70.0,100.0,20.0,60.41,6.5,700.0,sugarcane,23.99551670365233,29.838113994439297,57.548714617169374,32.93068805206882,91.81499302649932,24.62698766603416,0.59,Balanced NPK (14-14-14),180.0,60.0,120.0,Standard Application,200.0,70.0,120.0,Standard Application,"N: 200.00 kg/ha, P2O5: 70.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
105.0,40.0,50.0,15.0,60.41,7.0,800.0,wheat,23.99551670365233,29.838113994439297,57.548714617169374,32.93068805206882,91.81499302649932,24.62698766603416,0.59,Urea (N); DAP (P); MOP (K),120.0,60.0,40.0,Broadcasting (Medium feeder),120.0,60.0,40.0,Broadcasting (Medium feeder),"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Broadcasting (Medium feeder)"
34.0,38.0,31.0,35.37775595,45.58110023,6.454045329,97.41586402,mango,23.99551670365233,29.838113994439297,57.548714617169374,32.93068805206882,91.81499302649932,24.62698766603416,0.59,Balanced NPK (14-14-14),120.0,60.0,60.0,Standard Application,250.0,150.0,250.0,Standard Application,"N: 250.00 kg/ha, P2O5: 150.00 kg/ha, K2O: 250.00 kg/ha. Notes: Standard Application"
66.0,58.0,35.0,23.5643831,79.46283115,7.321619041,185.25947,jute,23.99551670365233,29.838113994439297,57.548714617169374,32.93068805206882,91.81499302649932,24.62698766603416,0.59,Balanced NPK (14-14-14),100.0,60.0,60.0,Standard Application,80.0,40.0,40.0,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
150.0,60.0,60.0,20.0,60.41,6.5,1000.0,sugarcane,23.99551670365233,29.838113994439297,57.548714617169374,32.93068805206882,91.81499302649932,24.62698766603416,0.59,Balanced NPK (14-14-14),180.0,60.0,120.0,Standard Application,200.0,70.0,120.0,Standard Application,"N: 200.00 kg/ha, P2O5: 70.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
16.0,73.0,19.0,18.41645629,34.80541039,4.684079249,163.2747473,pigeonpeas,23.99551670365233,29.838113994439297,57.548714617169374,32.93068805206882,91.81499302649932,24.62698766603416,0.59,Balanced NPK (14-14-14),114.26962312269764,57.27897421365826,62.18192122414282,Standard Application,20.0,40.0,20.0,Standard Application,"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Standard Application"
87.21386288491229,67.13927021735229,48.22777853317108,30.14235875769519,58.20894424696858,4.820523838011286,493.0607782868802,spinach,0.0,51.41451787161259,30.700019868896604,14.842327846065064,157.19664305069836,8.956065402356199,0.6112342381159381,Urea (N); Complete (14-14-14); MOP (K),139.4275062,62.017231068646105,65.81206911,Side-dressing (Heavy feeder),140.0,60.0,60.0,Side-dressing (Heavy feeder),"N: 140.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing (Heavy feeder)"
60.0,50.0,50.0,20.0,60.41,6.0,900.0,turmeric,23.99551670365233,29.838113994439297,57.548714617169374,32.93068805206882,91.81499302649932,24.62698766603416,0.59,Balanced NPK (14-14-14),120.0,60.0,60.0,Standard Application,150.0,60.0,120.0,Standard Application,"N: 150.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
90.0,55.0,130.0,30.0,60.41,7.5,800.0,grapes,23.99551670365233,29.838113994439297,57.548714617169374,32.93068805206882,91.81499302649932,24.62698766603416,0.59,Balanced NPK (14-14-14),100.0,60.0,60.0,Standard Application,60.0,40.0,80.0,Standard Application,"N: 60.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 80.00 kg/ha. Notes: Standard Application"
11.0,28.031,141.0,24.743,70.54,5.989,1087.892,ginger,23.996,30.465,61.457,23.96,91.815,22.188,0.59,Balanced NPK (14-14-14),83.591,40.0,27.329,Standard Application,100.0,75.0,125.0,Standard Application,"N: 100.00 kg/ha, P2O5: 75.00 kg/ha, K2O: 125.00 kg/ha. Notes: Standard Application"
150.0,61.614,43.0,29.121,47.599,5.922,305.881,lettuce,23.996,29.838,57.549,30.872,91.815,24.627,0.59,Urea (N); Complete (14-14-14); MOP (K),166.24,44.441,49.431,Side-dressing (Medium-heavy feeder),120.0,60.0,60.0,Side-dressing (Medium-heavy feeder),"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing (Medium-heavy feeder)"
8.0,15.0,33.0,28.97318719,98.09861043,5.50158009,213.9011021,coconut,23.99551670365233,29.838113994439297,57.548714617169374,32.93068805206882,91.81499302649932,24.62698766603416,0.59,Balanced NPK (14-14-14),120.0,60.0,60.0,Standard Application,300.0,150.0,300.0,Standard Application,"N: 500.00 kg/ha, P2O5: 320.00 kg/ha, K2O: 1200.00 kg/ha. Notes: Standard Application"
36.95443574464624,32.11648259891716,10.79532374377229,35.31595746929065,59.49525574653838,6.770202786147278,928.5027285500904,groundnut,21.249940002014423,34.10862220924658,21.60227944910116,31.99878621258436,27.08835906495672,23.746987563629688,0.5964982853011183,Balanced NPK (14-14-14),19.781250222879347,60.80570026610605,41.51522853235488,Standard Application,20.0,73.44103934101342,51.77935671487999,Standard Application,"N: 0.00 kg/ha, P2O5: 73.44 kg/ha, K2O: 51.78 kg/ha. Notes: Standard Application"
40.0,49.0,17.0,31.02215872,45.89239456,6.68727523,53.56783314,mothbeans,23.99551670365233,29.838113994439297,57.548714617169374,32.93068805206882,91.81499302649932,24.62698766603416,0.59,Balanced NPK (14-14-14),15.0,30.0,15.0,Standard Application,20.0,40.0,20.0,Standard Application,"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Standard Application"
26.10427294244606,40.05733989719813,24.758238166948,23.818569851629952,60.422590903731255,6.523520729311231,685.7982895,gram,30.868978133592123,33.02382087713032,73.89675806484988,24.792680344719024,0.0,37.21547820392901,0.6005475109988303,Balanced NPK (14-14-14),38.67354663973204,38.95051791258842,17.266674652826495,Standard Application,23.30454683424221,73.68995571038865,10.0,Standard Application,"N: 23.30 kg/ha, P2O5: 73.69 kg/ha, K2O: 2.63 kg/ha. Notes: Standard Application"
81.0,25.0,49.0,29.86895762,93.25103208,6.076459669,26.26243014,muskmelon,23.99551670365233,29.838113994439297,57.548714617169374,32.93068805206882,91.81499302649932,24.62698766603416,0.59,Balanced NPK (14-14-14),100.0,60.0,60.0,Standard Application,80.0,40.0,60.0,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
74.42140711933982,74.37425831334465,0.0,29.11802842094582,63.7612127,5.636520778,970.4795250125292,turmeric,18.310580789117324,29.518846452027788,50.92197872501184,34.31036911766197,98.97849388538484,22.39402081594162,0.5183091724595683,Balanced NPK (14-14-14),124.72871819714156,58.90485380269028,62.766961347381816,Standard Application,137.87875252325176,57.91644813614856,55.44277939831872,Standard Application,"N: 137.88 kg/ha, P2O5: 57.92 kg/ha, K2O: 55.44 kg/ha. Notes: Standard Application"
125.0,97.0,250.0,28.76,60.41,7.2,600.0,ragi,0.0131,21.56,218.37,14.72,69.14,6.49,0.59,Balanced NPK (14-14-14),80.0,40.0,40.0,Standard Application,50.0,40.0,25.0,Standard Application,"N: 50.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 25.00 kg/ha. Notes: Standard Application"
42.96604476895889,44.51652775885737,51.88613470772427,38.258101626809605,96.68557053209749,6.563275467553665,245.2301773986921,papaya,24.196196453675483,29.86459139289325,57.89337886343644,33.06765283397318,91.73694254906994,24.649954258997244,0.5874903416908079,Balanced NPK (14-14-14),100.86063352093494,59.879438234153646,62.17979771,Standard Application,240.13193127106285,150.0,300.0,Standard Application,"N: 240.13 kg/ha, P2O5: 257.58 kg/ha, K2O: 495.48 kg/ha. Notes: Standard Application"
69.0,46.804,1.0,30.128,59.335,5.878,338.515,urad,20.843,30.752,73.466,32.931,91.815,24.627,0.59,DAP (P); Starter Urea (N),90.825,57.181,58.211,Side-dressing (Light-medium feeder),20.0,40.0,20.0,Side-dressing (Light-medium feeder),"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Side-dressing (Light-medium feeder)"
63.62119749044633,8.309613334101146,51.96705091073219,35.089109283588584,61.66678672701271,6.466145116321655,533.7798160774241,ragi,24.176039254344182,29.839076114191325,57.28508016421098,32.973946972093934,69.87153828389064,24.60783471523387,0.6033967457348646,Balanced NPK (14-14-14),126.65045144919767,56.12747047334503,53.71090007814579,Standard Application,49.03957285098739,42.05691916795745,18.851370788658507,Standard Application,"N: 49.04 kg/ha, P2O5: 42.06 kg/ha, K2O: 18.85 kg/ha. Notes: Standard Application"
12.0,71.0,19.0,24.91079638,60.71367427,7.142611056,42.19740397,lentil,23.99551670365233,29.838113994439297,57.548714617169374,32.93068805206882,91.81499302649932,24.62698766603416,0.59,Balanced NPK (14-14-14),114.26962312269764,57.27897421365826,62.18192122414282,Standard Application,30.0,60.0,30.0,Standard Application,"N: 30.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 30.00 kg/ha. Notes: Standard Application"
13.0,126.0,204.0,23.1094265,92.79630809,6.383180271,108.183792,apple,23.99551670365233,29.838113994439297,57.548714617169374,32.93068805206882,91.81499302649932,24.62698766603416,0.59,Balanced NPK (14-14-14),120.0,60.0,60.0,Standard Application,150.0,75.0,150.0,Standard Application,"N: 150.00 kg/ha, P2O5: 75.00 kg/ha, K2O: 150.00 kg/ha. Notes: Standard Application"
100.0,17.0,48.0,29.72791119,94.29753295,6.367800632,26.52364146,muskmelon,23.99551670365233,29.838113994439297,57.548714617169374,32.93068805206882,91.81499302649932,24.62698766603416,0.59,Balanced NPK (14-14-14),100.0,60.0,60.0,Standard Application,80.0,40.0,60.0,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
45.0,30.0,20.0,30.0,60.41,6.5,400.0,tur,23.99551670365233,29.838113994439297,57.548714617169374,32.93068805206882,91.81499302649932,24.62698766603416,0.59,Balanced NPK (14-14-14),20.0,40.0,20.0,Standard Application,20.0,40.0,20.0,Standard Application,"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Standard Application"
56.58295550832854,19.983063297809032,11.742677626586756,21.733350980058944,59.49297395604432,5.625430189241506,499.97383129103855,masoor,27.96967476822305,37.36676036729175,52.14868622357572,33.181933760128665,42.72644904694819,23.07895692628904,0.547937349,Balanced NPK (14-14-14),13.144552374688653,39.365819685811005,20.59188676979552,Standard Application,20.0,55.46507279947279,10.0,Standard Application,"N: 0.00 kg/ha, P2O5: 55.47 kg/ha, K2O: 0.00 kg/ha. Notes: Standard Application"
60.25067574557422,39.66294265000576,20.32174326799317,34.63705403317744,60.18942776968253,7.083432187548351,705.745818,moong,23.858248968588924,29.82180025384636,57.292224178899474,32.84103895,91.58199950068368,24.58214779433366,0.5702836169023602,Balanced NPK (14-14-14),17.061128236479462,31.17899830109745,14.11898210327668,Standard Application,20.0,39.697107908934015,22.370623781668783,Standard Application,"N: 13.47 kg/ha, P2O5: 39.70 kg/ha, K2O: 22.37 kg/ha. Notes: Standard Application"
55.89227920925115,57.94866134569035,50.15098882138197,30.10710458274907,60.31532966,6.502746764768561,905.0259491704218,turmeric,24.05763630200336,29.83811300682012,57.54870446022768,32.88628009634954,92.19567702410777,24.635702703331024,0.5784244537754771,Balanced NPK (14-14-14),121.86003104386826,60.83369810090225,61.549980858699165,Standard Application,155.3143604186728,64.93341315924765,131.48833286240514,Standard Application,"N: 155.31 kg/ha, P2O5: 64.93 kg/ha, K2O: 131.49 kg/ha. Notes: Standard Application"
14.0,128.0,205.0,22.60800988,94.58900601,6.226289556,116.0396587,apple,23.99551670365233,29.838113994439297,57.548714617169374,32.93068805206882,91.81499302649932,24.62698766603416,0.59,Balanced NPK (14-14-14),120.0,60.0,60.0,Standard Application,150.0,75.0,150.0,Standard Application,"N: 150.00 kg/ha, P2O5: 75.00 kg/ha, K2O: 150.00 kg/ha. Notes: Standard Application"
35.0,48.0,15.0,27.10818093,87.4512669,6.981758362,55.03723979,mungbean,23.99551670365233,29.838113994439297,57.548714617169374,32.93068805206882,91.81499302649932,24.62698766603416,0.59,Balanced NPK (14-14-14),114.26962312269764,57.27897421365826,62.18192122414282,Standard Application,20.0,40.0,20.0,Standard Application,"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Standard Application"
150.0,75.519,16.0,27.733,47.599,7.306,554.886,banana,23.996,29.838,57.549,31.523,91.815,24.56,0.59,Balanced NPK (14-14-14),81.992,55.701,120.0,Standard Application,300.0,130.0,300.0,Standard Application,"N: 400.00 kg/ha, P2O5: 130.00 kg/ha, K2O: 600.00 kg/ha. Notes: Standard Application"
30.0,50.0,20.0,25.0,60.41,6.0,600.0,tur,23.99551670365233,29.838113994439297,57.548714617169374,32.93068805206882,91.81499302649932,24.62698766603416,0.59,Balanced NPK (14-14-14),20.0,40.0,20.0,Standard Application,20.0,40.0,20.0,Standard Application,"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Standard Application"
8.0,40.491,87.0,32.69,66.259,6.531,857.128,ginger,23.996,29.838,96.643,32.931,69.122,24.627,0.59,Balanced NPK (14-14-14),65.216,67.939,95.951,Standard Application,100.0,75.0,125.0,Standard Application,"N: 100.00 kg/ha, P2O5: 75.00 kg/ha, K2O: 125.00 kg/ha. Notes: Standard Application"
16.372923937807734,47.63636402689089,27.68634616689717,31.20772986863467,46.71863755170228,9.496310199,30.04553546992657,mothbeans,24.42324582569321,29.83072322172082,55.486001237372975,32.93954304198086,91.93702980881152,24.6150826957848,0.5763402806838774,Balanced NPK (14-14-14),18.76038616537204,29.374052575592533,21.163338105166844,Standard Application,20.0,37.50510884421272,25.571916688002464,Standard Application,"N: 18.06 kg/ha, P2O5: 37.51 kg/ha, K2O: 25.57 kg/ha. Notes: Standard Application"
70.09732142828341,37.596621661543615,39.47014574489998,27.43682866895664,74.85101263883001,7.031471958327916,0.0,watermelon,20.54799536333548,32.24485310278327,59.87495697349321,37.52588924472504,87.57029811,30.51802027,0.618691307,Balanced NPK (14-14-14),108.42470998100984,59.69313494861113,58.82069303239712,Standard Application,114.0814402052082,32.89188351730851,166.4399680782961,Standard Application,"N: 114.08 kg/ha, P2O5: 32.89 kg/ha, K2O: 166.44 kg/ha. Notes: Standard Application"
113.0,6.0,52.0,27.76317235,90.35567642,6.740983646,25.21609113,muskmelon,23.99551670365233,29.838113994439297,57.548714617169374,32.93068805206882,91.81499302649932,24.62698766603416,0.59,Balanced NPK (14-14-14),100.0,60.0,60.0,Standard Application,80.0,40.0,60.0,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
27.64108039239845,20.08656642277945,16.65635066554282,32.84724838591616,90.59014088751236,6.405550967219464,71.13799699,orange,24.2219785899562,29.81159371792352,57.44014811475258,33.12055369684926,91.91662841710787,24.641191554849925,0.5868106812898911,Balanced NPK (14-14-14),118.59835541110196,60.63442023118064,64.64540026853633,Standard Application,294.1141159348275,149.03968697346463,275.8753141962831,Standard Application,"N: 294.11 kg/ha, P2O5: 149.04 kg/ha, K2O: 275.88 kg/ha. Notes: Standard Application"
20.0,55.0,30.0,30.0,60.41,6.0,800.0,groundnut,23.99551670365233,29.838113994439297,57.548714617169374,32.93068805206882,91.81499302649932,24.62698766603416,0.59,Balanced NPK (14-14-14),30.0,60.0,40.0,Standard Application,20.0,60.0,40.0,Standard Application,"N: 20.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
66.22811439621634,50.68218507761975,75.75843545371286,40.22721096,86.08032005975542,6.860531933754536,38.25189788122867,papaya,28.8881889803882,31.50287195986431,61.63222254627625,29.62989316761506,55.19942703956981,28.395163575097925,0.5495732844631007,Balanced NPK (14-14-14),98.13993619655372,60.16457195030699,54.433976654903546,Standard Application,258.39648080387497,150.0,300.0,Standard Application,"N: 258.40 kg/ha, P2O5: 274.15 kg/ha, K2O: 452.07 kg/ha. Notes: Standard Application"
27.328726231422287,26.09764549022252,70.62675104668071,26.023486062373404,68.96701209928129,7.502224216434271,649.7418886906661,jowar,26.327360196981537,34.64090010460368,77.25087856712885,37.87707158486872,0.0,18.47756727071804,0.5981502285395351,Balanced NPK (14-14-14),79.98207716,40.305536697051046,43.62876724,Standard Application,44.52537740362187,41.20916763649018,66.29714082401696,Standard Application,"N: 44.53 kg/ha, P2O5: 41.21 kg/ha, K2O: 66.30 kg/ha. Notes: Standard Application"
35.287844768248554,64.61978265577946,84.17967894222315,23.99403802413419,62.64343701584921,5.354216031986102,1000.8606396838802,ginger,22.55594599049748,27.81923397,52.54718179926272,30.63577942520931,128.03832319897197,28.55697982939673,0.6127093951610334,Balanced NPK (14-14-14),107.44326081420114,55.27812988643359,61.086966336246206,Standard Application,117.75810158649344,48.33511084153311,203.9979491583407,Standard Application,"N: 117.76 kg/ha, P2O5: 48.34 kg/ha, K2O: 204.00 kg/ha. Notes: Standard Application"
75.0,40.0,50.0,25.0,60.41,7.0,800.0,jowar,23.99551670365233,29.838113994439297,57.548714617169374,32.93068805206882,91.81499302649932,24.62698766603416,0.59,Balanced NPK (14-14-14),80.0,40.0,40.0,Standard Application,80.0,40.0,40.0,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
60.59888151075485,20.68151518440967,22.847542086463235,25.01811390896114,98.13009233668664,7.472907167896783,1022.1037005723334,mungbean,29.348549723266217,31.32134909804415,53.63769895453041,21.15804575321664,151.50525194989825,17.155868663636593,0.6084702236812046,Balanced NPK (14-14-14),95.24216334061548,58.12393793184462,84.20512142033232,Standard Application,20.0,48.83816477418581,49.59087176745451,Standard Application,"N: 0.00 kg/ha, P2O5: 48.84 kg/ha, K2O: 49.59 kg/ha. Notes: Standard Application"
0.0,17.194019101125622,202.02048699574496,30.01222163561061,68.23213457294744,6.7641299265720365,493.2777266274936,cotton,16.275363320765933,33.26284203057464,58.909836582490406,18.4650713045824,4.8888167739950745,31.55881918123233,0.588696981,Balanced NPK (14-14-14),159.5494655610111,47.46293101388179,64.36803618379231,Standard Application,89.29790918896012,83.70677384403675,75.48932929748584,Standard Application,"N: 89.30 kg/ha, P2O5: 83.71 kg/ha, K2O: 75.49 kg/ha. Notes: Standard Application"
103.0,47.235,36.0,30.527,49.464,5.669,555.582,lettuce,23.996,29.838,57.549,21.741,91.815,22.188,0.59,Urea (N); Complete (14-14-14); MOP (K),39.942,65.903,65.662,Side-dressing (Medium-heavy feeder),120.0,60.0,60.0,Side-dressing (Medium-heavy feeder),"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing (Medium-heavy feeder)"
45.0,20.0,20.0,20.0,60.41,5.5,300.0,tur,23.99551670365233,29.838113994439297,57.548714617169374,32.93068805206882,91.81499302649932,24.62698766603416,0.59,Balanced NPK (14-14-14),20.0,40.0,20.0,Standard Application,20.0,40.0,20.0,Standard Application,"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Standard Application"
27.0,76.0,83.0,19.12829388,14.92241479,6.289614016,89.61857826,chickpea,23.99551670365233,29.838113994439297,57.548714617169374,32.93068805206882,91.81499302649932,24.62698766603416,0.59,Balanced NPK (14-14-14),114.26962312269764,57.27897421365826,62.18192122414282,Standard Application,20.0,60.0,40.0,Standard Application,"N: 20.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
27.0,43.863,151.0,18.178,47.599,6.015,684.079,cotton,14.206,29.838,57.549,26.649,91.815,24.627,0.59,Balanced NPK (14-14-14),105.663,53.669,75.55,Standard Application,120.0,60.0,60.0,Standard Application,"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
